BFS_NR,GEBIET_NAME,date,population,Name,bfs,wikidata_id,check,bool
52,Bassersdorf,1975-12-31,5358.0,Bassersdorf,52.0,Q69734,1975-12-31---52,False
297,Bauma,1975-12-31,3300.0,Bauma,297.0,Q67145,1975-12-31---297,False
22,Benken,1975-12-31,499.0,Benken (ZH),22.0,Q70171,1975-12-31---22,False
23,Berg a.I.,1975-12-31,365.0,Berg am Irchel,23.0,Q65781,1975-12-31---23,False
242,Birmensdorf,1975-12-31,3901.0,Birmensdorf (ZH),242.0,Q65282,1975-12-31---242,False
3,Bonstetten,1975-12-31,1622.0,Bonstetten,3.0,Q65510,1975-12-31---3,False
82,Boppelsen,1975-12-31,511.0,Boppelsen,82.0,Q67062,1975-12-31---82,False
213,Brütten,1975-12-31,819.0,Brütten,213.0,Q65812,1975-12-31---213,False
112,Bubikon,1975-12-31,3424.0,Bubikon,112.0,Q67068,1975-12-31---112,False
24,Buch a.I.,1975-12-31,421.0,Buch am Irchel,24.0,Q68451,1975-12-31---24,False
83,Buchs,1975-12-31,1731.0,Buchs (ZH),83.0,Q67539,1975-12-31---83,False
53,Bülach,1975-12-31,11768.0,Bülach,53.0,Q9093,1975-12-31---53,False
25,Dachsen,1975-12-31,1032.0,Dachsen,25.0,Q67949,1975-12-31---25,False
214,Dägerlen,1975-12-31,502.0,Dägerlen,214.0,Q68437,1975-12-31---214,False
84,Dällikon,1975-12-31,1739.0,Dällikon,84.0,Q66755,1975-12-31---84,False
85,Dänikon,1975-12-31,787.0,Dänikon,85.0,Q70131,1975-12-31---85,False
215,Dättlikon,1975-12-31,360.0,Dättlikon,215.0,Q70381,1975-12-31---215,False
86,Dielsdorf,1975-12-31,3304.0,Dielsdorf,86.0,Q67951,1975-12-31---86,False
243,Dietikon,1975-12-31,23095.0,Dietikon,243.0,Q64070,1975-12-31---243,False
54,Dietlikon,1975-12-31,4886.0,Dietlikon,54.0,Q65164,1975-12-31---54,False
216,Dinhard,1975-12-31,863.0,Dinhard,216.0,Q65795,1975-12-31---216,False
26,Dorf,1975-12-31,327.0,Dorf,26.0,Q70283,1975-12-31---26,False
191,Dübendorf,1975-12-31,20092.0,Dübendorf,191.0,Q64082,1975-12-31---191,False
113,Dürnten,1975-12-31,4895.0,Dürnten,113.0,Q67220,1975-12-31---113,False
192,Egg,1975-12-31,5445.0,Egg,192.0,Q64877,1975-12-31---192,False
55,Eglisau,1975-12-31,2335.0,Eglisau,55.0,Q69175,1975-12-31---55,False
294,Elgg,1975-12-31,3559.0,Elgg,294.0,Q67137,1975-12-31---294,False
218,Ellikon a.d.Th.,1975-12-31,522.0,Ellikon an der Thur,218.0,Q65769,1975-12-31---218,False
219,Elsau,1975-12-31,2214.0,Elsau,219.0,Q64832,1975-12-31---219,False
56,Embrach,1975-12-31,5327.0,Embrach,56.0,Q65877,1975-12-31---56,False
151,Erlenbach,1975-12-31,4336.0,Erlenbach (ZH),151.0,Q69203,1975-12-31---151,False
193,Fällanden,1975-12-31,5710.0,Fällanden,193.0,Q64869,1975-12-31---193,False
172,Fehraltorf,1975-12-31,2381.0,Fehraltorf,172.0,Q70369,1975-12-31---172,False
27,Feuerthalen,1975-12-31,2969.0,Feuerthalen,27.0,Q66283,1975-12-31---27,False
114,Fischenthal,1975-12-31,1516.0,Fischenthal,114.0,Q65854,1975-12-31---114,False
28,Flaach,1975-12-31,883.0,Flaach,28.0,Q70367,1975-12-31---28,False
29,Flurlingen,1975-12-31,1057.0,Flurlingen,29.0,Q66757,1975-12-31---29,False
57,Freienstein-Teufen,1975-12-31,1446.0,Freienstein-Teufen,57.0,Q66964,1975-12-31---57,False
244,Geroldswil,1975-12-31,3662.0,Geroldswil,244.0,Q66660,1975-12-31---244,False
58,Glattfelden,1975-12-31,2788.0,Glattfelden,58.0,Q68399,1975-12-31---58,False
115,Gossau,1975-12-31,5787.0,Gossau (ZH),115.0,Q67525,1975-12-31---115,False
194,Greifensee,1975-12-31,4302.0,Greifensee,194.0,Q64882,1975-12-31---194,False
116,Grüningen,1975-12-31,2110.0,Grüningen,116.0,Q67120,1975-12-31---116,False
220,Hagenbuch,1975-12-31,513.0,Hagenbuch,220.0,Q65926,1975-12-31---220,False
4,Hausen a.A.,1975-12-31,1995.0,Hausen am Albis,4.0,Q65231,1975-12-31---4,False
5,Hedingen,1975-12-31,1789.0,Hedingen,5.0,Q65129,1975-12-31---5,False
31,Henggart,1975-12-31,970.0,Henggart,31.0,Q68417,1975-12-31---31,False
152,Herrliberg,1975-12-31,4115.0,Herrliberg,152.0,Q69224,1975-12-31---152,False
221,Hettlingen,1975-12-31,1251.0,Hettlingen,221.0,Q64967,1975-12-31---221,False
117,Hinwil,1975-12-31,7063.0,Hinwil,117.0,Q69383,1975-12-31---117,False
173,Hittnau,1975-12-31,1408.0,Hittnau,173.0,Q65841,1975-12-31---173,False
59,Hochfelden,1975-12-31,761.0,Hochfelden,59.0,Q68410,1975-12-31---59,False
153,Hombrechtikon,1975-12-31,5697.0,Hombrechtikon,153.0,Q69188,1975-12-31---153,False
295,Horgen,1975-12-31,18396.0,Horgen,295.0,Q68286,1975-12-31---295,False
60,Höri,1975-12-31,1899.0,Höri,60.0,Q70377,1975-12-31---60,False
32,Humlikon,1975-12-31,291.0,Humlikon,32.0,Q68447,1975-12-31---32,False
61,Hüntwangen,1975-12-31,662.0,Hüntwangen,61.0,Q69367,1975-12-31---61,False
87,Hüttikon,1975-12-31,314.0,Hüttikon,87.0,Q65671,1975-12-31---87,False
296,Illnau-Effretikon,1975-12-31,14908.0,Illnau-Effretikon,296.0,Q64873,1975-12-31---296,False
6,Kappel a.A.,1975-12-31,559.0,Kappel am Albis,6.0,Q64589,1975-12-31---6,False
135,Kilchberg,1975-12-31,7198.0,Kilchberg (ZH),135.0,Q66633,1975-12-31---135,False
33,Kleinandelfingen,1975-12-31,1198.0,Kleinandelfingen,33.0,Q68413,1975-12-31---33,False
62,Kloten,1975-12-31,15835.0,Kloten,62.0,Q68165,1975-12-31---62,False
7,Knonau,1975-12-31,898.0,Knonau,7.0,Q66328,1975-12-31---7,False
154,Küsnacht,1975-12-31,12279.0,Küsnacht (ZH),154.0,Q69216,1975-12-31---154,False
136,Langnau a.A.,1975-12-31,6663.0,Langnau am Albis,136.0,Q65347,1975-12-31---136,False
34,Laufen-Uhwiesen,1975-12-31,1055.0,Laufen-Uhwiesen,34.0,Q66336,1975-12-31---34,False
176,Lindau,1975-12-31,2765.0,Lindau,176.0,Q65759,1975-12-31---176,False
63,Lufingen,1975-12-31,615.0,Lufingen,63.0,Q67912,1975-12-31---63,False
155,Männedorf,1975-12-31,7508.0,Männedorf,155.0,Q64627,1975-12-31---155,False
35,Marthalen,1975-12-31,1235.0,Marthalen,35.0,Q67213,1975-12-31---35,False
8,Maschwanden,1975-12-31,420.0,Maschwanden,8.0,Q64977,1975-12-31---8,False
195,Maur,1975-12-31,5390.0,Maur,195.0,Q64857,1975-12-31---195,False
156,Meilen,1975-12-31,9983.0,Meilen,156.0,Q68261,1975-12-31---156,False
9,Mettmenstetten,1975-12-31,1954.0,Mettmenstetten,9.0,Q65547,1975-12-31---9,False
196,Mönchaltorf,1975-12-31,2228.0,Mönchaltorf,196.0,Q66747,1975-12-31---196,False
88,Neerach,1975-12-31,847.0,Neerach,88.0,Q68395,1975-12-31---88,False
223,Neftenbach,1975-12-31,2379.0,Neftenbach,223.0,Q65040,1975-12-31---223,False
89,Niederglatt,1975-12-31,2675.0,Niederglatt,89.0,Q67920,1975-12-31---89,False
90,Niederhasli,1975-12-31,4416.0,Niederhasli,90.0,Q67042,1975-12-31---90,False
91,Niederweningen,1975-12-31,1209.0,Niederweningen,91.0,Q66411,1975-12-31---91,False
64,Nürensdorf,1975-12-31,2920.0,Nürensdorf,64.0,Q67898,1975-12-31---64,False
65,Oberembrach,1975-12-31,668.0,Oberembrach,65.0,Q65512,1975-12-31---65,False
245,Oberengstringen,1975-12-31,6131.0,Oberengstringen,245.0,Q69963,1975-12-31---245,False
92,Oberglatt,1975-12-31,3615.0,Oberglatt,92.0,Q70022,1975-12-31---92,False
137,Oberrieden,1975-12-31,3957.0,Oberrieden,137.0,Q65528,1975-12-31---137,False
93,Oberweningen,1975-12-31,644.0,Oberweningen,93.0,Q70264,1975-12-31---93,False
10,Obfelden,1975-12-31,2560.0,Obfelden,10.0,Q65942,1975-12-31---10,False
246,Oetwil a.d.L.,1975-12-31,1154.0,Oetwil an der Limmat,246.0,Q66414,1975-12-31---246,False
157,Oetwil a.S.,1975-12-31,2789.0,Oetwil am See,157.0,Q67354,1975-12-31---157,False
66,Opfikon,1975-12-31,11475.0,Opfikon,66.0,Q64224,1975-12-31---66,False
37,Ossingen,1975-12-31,1019.0,Ossingen,37.0,Q68393,1975-12-31---37,False
94,Otelfingen,1975-12-31,1069.0,Otelfingen,94.0,Q66156,1975-12-31---94,False
11,Ottenbach,1975-12-31,1333.0,Ottenbach,11.0,Q67513,1975-12-31---11,False
177,Pfäffikon,1975-12-31,7930.0,Pfäffikon,177.0,Q68269,1975-12-31---177,False
224,Pfungen,1975-12-31,2150.0,Pfungen,224.0,Q65119,1975-12-31---224,False
67,Rafz,1975-12-31,2197.0,Rafz,67.0,Q66457,1975-12-31---67,False
95,Regensberg,1975-12-31,446.0,Regensberg,95.0,Q70197,1975-12-31---95,False
96,Regensdorf,1975-12-31,11121.0,Regensdorf,96.0,Q64205,1975-12-31---96,False
38,Rheinau,1975-12-31,1272.0,Rheinau,38.0,Q67534,1975-12-31---38,False
138,Richterswil,1975-12-31,8124.0,Richterswil,138.0,Q68227,1975-12-31---138,False
225,Rickenbach,1975-12-31,1683.0,Rickenbach (ZH),225.0,Q68457,1975-12-31---225,False
12,Rifferswil,1975-12-31,544.0,Rifferswil,12.0,Q66598,1975-12-31---12,False
68,Rorbas,1975-12-31,1268.0,Rorbas,68.0,Q67909,1975-12-31---68,False
97,Rümlang,1975-12-31,5582.0,Rümlang,97.0,Q67894,1975-12-31---97,False
139,Rüschlikon,1975-12-31,4603.0,Rüschlikon,139.0,Q66819,1975-12-31---139,False
178,Russikon,1975-12-31,2282.0,Russikon,178.0,Q67957,1975-12-31---178,False
118,Rüti,1975-12-31,9531.0,Rüti (ZH),118.0,Q69752,1975-12-31---118,False
226,Schlatt,1975-12-31,539.0,Schlatt (ZH),226.0,Q68390,1975-12-31---226,False
98,Schleinikon,1975-12-31,409.0,Schleinikon,98.0,Q67884,1975-12-31---98,False
247,Schlieren,1975-12-31,12336.0,Schlieren,247.0,Q69148,1975-12-31---247,False
99,Schöfflisdorf,1975-12-31,553.0,Schöfflisdorf,99.0,Q70295,1975-12-31---99,False
197,Schwerzenbach,1975-12-31,2567.0,Schwerzenbach,197.0,Q66814,1975-12-31---197,False
119,Seegräben,1975-12-31,1038.0,Seegräben,119.0,Q67310,1975-12-31---119,False
227,Seuzach,1975-12-31,4025.0,Seuzach,227.0,Q65805,1975-12-31---227,False
100,Stadel,1975-12-31,1221.0,Stadel,100.0,Q67907,1975-12-31---100,False
158,Stäfa,1975-12-31,9957.0,Stäfa,158.0,Q69774,1975-12-31---158,False
13,Stallikon,1975-12-31,1274.0,Stallikon,13.0,Q66062,1975-12-31---13,False
292,Stammheim,1975-12-31,1925.0,Stammheim,292.0,Q60322693,1975-12-31---292,False
101,Steinmaur,1975-12-31,1853.0,Steinmaur,101.0,Q67887,1975-12-31---101,False
39,Thalheim a.d.Th.,1975-12-31,473.0,Thalheim an der Thur,39.0,Q65844,1975-12-31---39,False
141,Thalwil,1975-12-31,15176.0,Thalwil,141.0,Q68959,1975-12-31---141,False
40,Trüllikon,1975-12-31,761.0,Trüllikon,40.0,Q67933,1975-12-31---40,False
41,Truttikon,1975-12-31,280.0,Truttikon,41.0,Q70072,1975-12-31---41,False
228,Turbenthal,1975-12-31,2935.0,Turbenthal,228.0,Q65858,1975-12-31---228,False
159,Uetikon a.S.,1975-12-31,3095.0,Uetikon am See,159.0,Q67058,1975-12-31---159,False
248,Uitikon,1975-12-31,2610.0,Uitikon,248.0,Q66678,1975-12-31---248,False
249,Unterengstringen,1975-12-31,2184.0,Unterengstringen,249.0,Q66079,1975-12-31---249,False
250,Urdorf,1975-12-31,8771.0,Urdorf,250.0,Q69109,1975-12-31---250,False
198,Uster,1975-12-31,21985.0,Uster,198.0,Q64032,1975-12-31---198,False
43,Volken,1975-12-31,222.0,Volken,43.0,Q67922,1975-12-31---43,False
199,Volketswil,1975-12-31,9770.0,Volketswil,199.0,Q69754,1975-12-31---199,False
293,Wädenswil,1975-12-31,19468.0,Wädenswil,293.0,Q69718,1975-12-31---293,False
120,Wald,1975-12-31,7806.0,Wald (ZH),120.0,Q67272,1975-12-31---120,False
69,Wallisellen,1975-12-31,10381.0,Wallisellen,69.0,Q69374,1975-12-31---69,False
200,Wangen-Brüttisellen,1975-12-31,3610.0,Wangen-Brüttisellen,200.0,Q66829,1975-12-31---200,False
70,Wasterkingen,1975-12-31,293.0,Wasterkingen,70.0,Q67882,1975-12-31---70,False
102,Weiach,1975-12-31,646.0,Weiach,102.0,Q70088,1975-12-31---102,False
251,Weiningen,1975-12-31,2671.0,Weiningen (ZH),251.0,Q66093,1975-12-31---251,False
180,Weisslingen,1975-12-31,1938.0,Weisslingen,180.0,Q70375,1975-12-31---180,False
14,Wettswil a.A.,1975-12-31,2879.0,Wettswil am Albis,14.0,Q65934,1975-12-31---14,False
121,Wetzikon,1975-12-31,14879.0,Wetzikon (ZH),121.0,Q68305,1975-12-31---121,False
298,Wiesendangen,1975-12-31,3280.0,Wiesendangen,298.0,Q64853,1975-12-31---298,False
71,Wil,1975-12-31,863.0,Wil (ZH),71.0,Q67223,1975-12-31---71,False
181,Wila,1975-12-31,1225.0,Wila,181.0,Q66752,1975-12-31---181,False
182,Wildberg,1975-12-31,629.0,Wildberg,182.0,Q67346,1975-12-31---182,False
72,Winkel,1975-12-31,1812.0,Winkel,72.0,Q66588,1975-12-31---72,False
230,Winterthur,1975-12-31,89697.0,Winterthur,230.0,Q9125,1975-12-31---230,False
231,Zell,1975-12-31,4028.0,Zell (ZH),231.0,Q67211,1975-12-31---231,False
161,Zollikon,1975-12-31,12504.0,Zollikon,161.0,Q218691,1975-12-31---161,False
160,Zumikon,1975-12-31,3702.0,Zumikon,160.0,Q66898,1975-12-31---160,False
261,Zürich,1975-12-31,389613.0,Zürich,261.0,Q72,1975-12-31---261,False
21,Adlikon,1974-12-31,391.0,Adlikon,21.0,Q68356,1974-12-31---21,False
131,Adliswil,1974-12-31,15964.0,Adliswil,131.0,Q68210,1974-12-31---131,False
241,Aesch ZH,1974-12-31,550.0,Aesch (ZH),241.0,Q68342,1974-12-31---241,False
1,Aeugst a.A.,1974-12-31,735.0,Aeugst am Albis,1.0,Q64945,1974-12-31---1,False
2,Affoltern a.A.,1974-12-31,7813.0,Affoltern am Albis,2.0,Q68290,1974-12-31---2,False
211,Altikon,1974-12-31,487.0,Altikon,211.0,Q65929,1974-12-31---211,False
30,Andelfingen,1974-12-31,1582.0,Andelfingen,30.0,Q68423,1974-12-31---30,False
51,Bachenbülach,1974-12-31,2711.0,Bachenbülach,51.0,Q69887,1974-12-31---51,False
81,Bachs,1974-12-31,417.0,Bachs,81.0,Q70273,1974-12-31---81,False
111,Bäretswil,1974-12-31,2884.0,Bäretswil,111.0,Q65868,1974-12-31---111,False
52,Bassersdorf,1974-12-31,5322.0,Bassersdorf,52.0,Q69734,1974-12-31---52,False
297,Bauma,1974-12-31,3331.0,Bauma,297.0,Q67145,1974-12-31---297,False
22,Benken,1974-12-31,513.0,Benken (ZH),22.0,Q70171,1974-12-31---22,False
23,Berg a.I.,1974-12-31,360.0,Berg am Irchel,23.0,Q65781,1974-12-31---23,False
242,Birmensdorf,1974-12-31,3866.0,Birmensdorf (ZH),242.0,Q65282,1974-12-31---242,False
3,Bonstetten,1974-12-31,1654.0,Bonstetten,3.0,Q65510,1974-12-31---3,False
82,Boppelsen,1974-12-31,487.0,Boppelsen,82.0,Q67062,1974-12-31---82,False
213,Brütten,1974-12-31,765.0,Brütten,213.0,Q65812,1974-12-31---213,False
112,Bubikon,1974-12-31,3434.0,Bubikon,112.0,Q67068,1974-12-31---112,False
24,Buch a.I.,1974-12-31,420.0,Buch am Irchel,24.0,Q68451,1974-12-31---24,False
83,Buchs,1974-12-31,1691.0,Buchs (ZH),83.0,Q67539,1974-12-31---83,False
53,Bülach,1974-12-31,11904.0,Bülach,53.0,Q9093,1974-12-31---53,False
25,Dachsen,1974-12-31,994.0,Dachsen,25.0,Q67949,1974-12-31---25,False
214,Dägerlen,1974-12-31,492.0,Dägerlen,214.0,Q68437,1974-12-31---214,False
84,Dällikon,1974-12-31,1565.0,Dällikon,84.0,Q66755,1974-12-31---84,False
85,Dänikon,1974-12-31,700.0,Dänikon,85.0,Q70131,1974-12-31---85,False
215,Dättlikon,1974-12-31,363.0,Dättlikon,215.0,Q70381,1974-12-31---215,False
86,Dielsdorf,1974-12-31,3444.0,Dielsdorf,86.0,Q67951,1974-12-31---86,False
243,Dietikon,1974-12-31,23337.0,Dietikon,243.0,Q64070,1974-12-31---243,False
54,Dietlikon,1974-12-31,4768.0,Dietlikon,54.0,Q65164,1974-12-31---54,False
216,Dinhard,1974-12-31,847.0,Dinhard,216.0,Q65795,1974-12-31---216,False
26,Dorf,1974-12-31,327.0,Dorf,26.0,Q70283,1974-12-31---26,False
191,Dübendorf,1974-12-31,20315.0,Dübendorf,191.0,Q64082,1974-12-31---191,False
113,Dürnten,1974-12-31,4885.0,Dürnten,113.0,Q67220,1974-12-31---113,False
192,Egg,1974-12-31,5442.0,Egg,192.0,Q64877,1974-12-31---192,False
55,Eglisau,1974-12-31,2332.0,Eglisau,55.0,Q69175,1974-12-31---55,False
294,Elgg,1974-12-31,3577.0,Elgg,294.0,Q67137,1974-12-31---294,False
218,Ellikon a.d.Th.,1974-12-31,517.0,Ellikon an der Thur,218.0,Q65769,1974-12-31---218,False
219,Elsau,1974-12-31,2252.0,Elsau,219.0,Q64832,1974-12-31---219,False
56,Embrach,1974-12-31,5115.0,Embrach,56.0,Q65877,1974-12-31---56,False
151,Erlenbach,1974-12-31,4323.0,Erlenbach (ZH),151.0,Q69203,1974-12-31---151,False
193,Fällanden,1974-12-31,5471.0,Fällanden,193.0,Q64869,1974-12-31---193,False
172,Fehraltorf,1974-12-31,2383.0,Fehraltorf,172.0,Q70369,1974-12-31---172,False
27,Feuerthalen,1974-12-31,2995.0,Feuerthalen,27.0,Q66283,1974-12-31---27,False
114,Fischenthal,1974-12-31,1532.0,Fischenthal,114.0,Q65854,1974-12-31---114,False
28,Flaach,1974-12-31,862.0,Flaach,28.0,Q70367,1974-12-31---28,False
29,Flurlingen,1974-12-31,1107.0,Flurlingen,29.0,Q66757,1974-12-31---29,False
57,Freienstein-Teufen,1974-12-31,1462.0,Freienstein-Teufen,57.0,Q66964,1974-12-31---57,False
244,Geroldswil,1974-12-31,3599.0,Geroldswil,244.0,Q66660,1974-12-31---244,False
58,Glattfelden,1974-12-31,2881.0,Glattfelden,58.0,Q68399,1974-12-31---58,False
115,Gossau,1974-12-31,5843.0,Gossau (ZH),115.0,Q67525,1974-12-31---115,False
194,Greifensee,1974-12-31,4228.0,Greifensee,194.0,Q64882,1974-12-31---194,False
116,Grüningen,1974-12-31,2079.0,Grüningen,116.0,Q67120,1974-12-31---116,False
220,Hagenbuch,1974-12-31,522.0,Hagenbuch,220.0,Q65926,1974-12-31---220,False
4,Hausen a.A.,1974-12-31,1945.0,Hausen am Albis,4.0,Q65231,1974-12-31---4,False
5,Hedingen,1974-12-31,1890.0,Hedingen,5.0,Q65129,1974-12-31---5,False
31,Henggart,1974-12-31,955.0,Henggart,31.0,Q68417,1974-12-31---31,False
152,Herrliberg,1974-12-31,4055.0,Herrliberg,152.0,Q69224,1974-12-31---152,False
221,Hettlingen,1974-12-31,1222.0,Hettlingen,221.0,Q64967,1974-12-31---221,False
117,Hinwil,1974-12-31,6997.0,Hinwil,117.0,Q69383,1974-12-31---117,False
173,Hittnau,1974-12-31,1434.0,Hittnau,173.0,Q65841,1974-12-31---173,False
59,Hochfelden,1974-12-31,740.0,Hochfelden,59.0,Q68410,1974-12-31---59,False
153,Hombrechtikon,1974-12-31,5830.0,Hombrechtikon,153.0,Q69188,1974-12-31---153,False
295,Horgen,1974-12-31,18507.0,Horgen,295.0,Q68286,1974-12-31---295,False
60,Höri,1974-12-31,1975.0,Höri,60.0,Q70377,1974-12-31---60,False
32,Humlikon,1974-12-31,284.0,Humlikon,32.0,Q68447,1974-12-31---32,False
61,Hüntwangen,1974-12-31,656.0,Hüntwangen,61.0,Q69367,1974-12-31---61,False
87,Hüttikon,1974-12-31,290.0,Hüttikon,87.0,Q65671,1974-12-31---87,False
296,Illnau-Effretikon,1974-12-31,15152.0,Illnau-Effretikon,296.0,Q64873,1974-12-31---296,False
6,Kappel a.A.,1974-12-31,545.0,Kappel am Albis,6.0,Q64589,1974-12-31---6,False
135,Kilchberg,1974-12-31,7355.0,Kilchberg (ZH),135.0,Q66633,1974-12-31---135,False
33,Kleinandelfingen,1974-12-31,1207.0,Kleinandelfingen,33.0,Q68413,1974-12-31---33,False
62,Kloten,1974-12-31,15985.0,Kloten,62.0,Q68165,1974-12-31---62,False
7,Knonau,1974-12-31,886.0,Knonau,7.0,Q66328,1974-12-31---7,False
154,Küsnacht,1974-12-31,12426.0,Küsnacht (ZH),154.0,Q69216,1974-12-31---154,False
136,Langnau a.A.,1974-12-31,6523.0,Langnau am Albis,136.0,Q65347,1974-12-31---136,False
34,Laufen-Uhwiesen,1974-12-31,1075.0,Laufen-Uhwiesen,34.0,Q66336,1974-12-31---34,False
176,Lindau,1974-12-31,2844.0,Lindau,176.0,Q65759,1974-12-31---176,False
63,Lufingen,1974-12-31,614.0,Lufingen,63.0,Q67912,1974-12-31---63,False
155,Männedorf,1974-12-31,7528.0,Männedorf,155.0,Q64627,1974-12-31---155,False
35,Marthalen,1974-12-31,1241.0,Marthalen,35.0,Q67213,1974-12-31---35,False
8,Maschwanden,1974-12-31,411.0,Maschwanden,8.0,Q64977,1974-12-31---8,False
195,Maur,1974-12-31,5238.0,Maur,195.0,Q64857,1974-12-31---195,False
156,Meilen,1974-12-31,9826.0,Meilen,156.0,Q68261,1974-12-31---156,False
9,Mettmenstetten,1974-12-31,2036.0,Mettmenstetten,9.0,Q65547,1974-12-31---9,False
196,Mönchaltorf,1974-12-31,2162.0,Mönchaltorf,196.0,Q66747,1974-12-31---196,False
88,Neerach,1974-12-31,843.0,Neerach,88.0,Q68395,1974-12-31---88,False
223,Neftenbach,1974-12-31,2338.0,Neftenbach,223.0,Q65040,1974-12-31---223,False
89,Niederglatt,1974-12-31,2631.0,Niederglatt,89.0,Q67920,1974-12-31---89,False
90,Niederhasli,1974-12-31,4282.0,Niederhasli,90.0,Q67042,1974-12-31---90,False
91,Niederweningen,1974-12-31,1261.0,Niederweningen,91.0,Q66411,1974-12-31---91,False
64,Nürensdorf,1974-12-31,2905.0,Nürensdorf,64.0,Q67898,1974-12-31---64,False
65,Oberembrach,1974-12-31,636.0,Oberembrach,65.0,Q65512,1974-12-31---65,False
245,Oberengstringen,1974-12-31,6213.0,Oberengstringen,245.0,Q69963,1974-12-31---245,False
92,Oberglatt,1974-12-31,3522.0,Oberglatt,92.0,Q70022,1974-12-31---92,False
137,Oberrieden,1974-12-31,3903.0,Oberrieden,137.0,Q65528,1974-12-31---137,False
93,Oberweningen,1974-12-31,648.0,Oberweningen,93.0,Q70264,1974-12-31---93,False
10,Obfelden,1974-12-31,2549.0,Obfelden,10.0,Q65942,1974-12-31---10,False
246,Oetwil a.d.L.,1974-12-31,1030.0,Oetwil an der Limmat,246.0,Q66414,1974-12-31---246,False
157,Oetwil a.S.,1974-12-31,2825.0,Oetwil am See,157.0,Q67354,1974-12-31---157,False
66,Opfikon,1974-12-31,11877.0,Opfikon,66.0,Q64224,1974-12-31---66,False
37,Ossingen,1974-12-31,992.0,Ossingen,37.0,Q68393,1974-12-31---37,False
94,Otelfingen,1974-12-31,1086.0,Otelfingen,94.0,Q66156,1974-12-31---94,False
11,Ottenbach,1974-12-31,1336.0,Ottenbach,11.0,Q67513,1974-12-31---11,False
177,Pfäffikon,1974-12-31,8004.0,Pfäffikon,177.0,Q68269,1974-12-31---177,False
224,Pfungen,1974-12-31,2126.0,Pfungen,224.0,Q65119,1974-12-31---224,False
67,Rafz,1974-12-31,2207.0,Rafz,67.0,Q66457,1974-12-31---67,False
95,Regensberg,1974-12-31,459.0,Regensberg,95.0,Q70197,1974-12-31---95,False
96,Regensdorf,1974-12-31,11056.0,Regensdorf,96.0,Q64205,1974-12-31---96,False
38,Rheinau,1974-12-31,1288.0,Rheinau,38.0,Q67534,1974-12-31---38,False
138,Richterswil,1974-12-31,8025.0,Richterswil,138.0,Q68227,1974-12-31---138,False
225,Rickenbach,1974-12-31,1637.0,Rickenbach (ZH),225.0,Q68457,1974-12-31---225,False
12,Rifferswil,1974-12-31,548.0,Rifferswil,12.0,Q66598,1974-12-31---12,False
68,Rorbas,1974-12-31,1303.0,Rorbas,68.0,Q67909,1974-12-31---68,False
97,Rümlang,1974-12-31,5607.0,Rümlang,97.0,Q67894,1974-12-31---97,False
139,Rüschlikon,1974-12-31,4689.0,Rüschlikon,139.0,Q66819,1974-12-31---139,False
178,Russikon,1974-12-31,2290.0,Russikon,178.0,Q67957,1974-12-31---178,False
118,Rüti,1974-12-31,9840.0,Rüti (ZH),118.0,Q69752,1974-12-31---118,False
226,Schlatt,1974-12-31,542.0,Schlatt (ZH),226.0,Q68390,1974-12-31---226,False
98,Schleinikon,1974-12-31,400.0,Schleinikon,98.0,Q67884,1974-12-31---98,False
247,Schlieren,1974-12-31,12324.0,Schlieren,247.0,Q69148,1974-12-31---247,False
99,Schöfflisdorf,1974-12-31,552.0,Schöfflisdorf,99.0,Q70295,1974-12-31---99,False
197,Schwerzenbach,1974-12-31,2611.0,Schwerzenbach,197.0,Q66814,1974-12-31---197,False
119,Seegräben,1974-12-31,1011.0,Seegräben,119.0,Q67310,1974-12-31---119,False
227,Seuzach,1974-12-31,3892.0,Seuzach,227.0,Q65805,1974-12-31---227,False
100,Stadel,1974-12-31,1195.0,Stadel,100.0,Q67907,1974-12-31---100,False
158,Stäfa,1974-12-31,9972.0,Stäfa,158.0,Q69774,1974-12-31---158,False
13,Stallikon,1974-12-31,1234.0,Stallikon,13.0,Q66062,1974-12-31---13,False
292,Stammheim,1974-12-31,1862.0,Stammheim,292.0,Q60322693,1974-12-31---292,False
101,Steinmaur,1974-12-31,1850.0,Steinmaur,101.0,Q67887,1974-12-31---101,False
39,Thalheim a.d.Th.,1974-12-31,474.0,Thalheim an der Thur,39.0,Q65844,1974-12-31---39,False
141,Thalwil,1974-12-31,15032.0,Thalwil,141.0,Q68959,1974-12-31---141,False
40,Trüllikon,1974-12-31,749.0,Trüllikon,40.0,Q67933,1974-12-31---40,False
41,Truttikon,1974-12-31,280.0,Truttikon,41.0,Q70072,1974-12-31---41,False
228,Turbenthal,1974-12-31,2943.0,Turbenthal,228.0,Q65858,1974-12-31---228,False
159,Uetikon a.S.,1974-12-31,3170.0,Uetikon am See,159.0,Q67058,1974-12-31---159,False
248,Uitikon,1974-12-31,2588.0,Uitikon,248.0,Q66678,1974-12-31---248,False
249,Unterengstringen,1974-12-31,2269.0,Unterengstringen,249.0,Q66079,1974-12-31---249,False
250,Urdorf,1974-12-31,8929.0,Urdorf,250.0,Q69109,1974-12-31---250,False
198,Uster,1974-12-31,22158.0,Uster,198.0,Q64032,1974-12-31---198,False
43,Volken,1974-12-31,215.0,Volken,43.0,Q67922,1974-12-31---43,False
